RK,TIERS,PLAYER NAME,TEAM,POS,BYE,UPSIDE ,BUST ,SOS,ECR VS ADP,PLAYER NAME_CLEAN,Matched Name,player_id,full_name,first_name,last_name,position,team,team_abbr,fantasy_positions,active,status,age,height,weight,college,years_exp,injury_status,injury_notes,injury_body_part,practice_description,practice_participation,birth_city,birth_state,birth_country,birth_date,team_changed_at,full_name_clean,is_rookie,is_lottery_ticket,handcuff,is_fantasypros_sleeper,num,player,RK_DIFF
421,15,Tyler Goodson,IND,RB117,11,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+227,tyler goodson,tyler goodson,8207,Tyler Goodson,Tyler,Goodson,RB,IND,,['RB'],True,Active,24.0,69,197.0,Iowa,3.0,Questionable,,Elbow,,,,,,2000-11-10,,tyler goodson,False,False,,False,,,
422,15,Skyy Moore,SF,WR147,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,-29,skyy moore,skyy moore,8168,Skyy Moore,Skyy,Moore,WR,SF,,['WR'],True,Active,24.0,70,195.0,Western Michigan,3.0,,,,,,,,,2000-09-10,,skyy moore,False,False,,False,,,
423,15,Hassan Haskins,LAC,RB118,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+227,hassan haskins,hassan haskins,8123,Hassan Haskins,Hassan,Haskins,RB,LAC,,['RB'],True,Active,25.0,74,228.0,Michigan,3.0,,,,,,,,,1999-11-26,,hassan haskins,False,False,,False,,,
425,15,Alec Ingold,MIA,RB119,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+273,alec ingold,alec ingold,6109,Alec Ingold,Alec,Ingold,FB,MIA,,['RB'],True,Active,29.0,73,232.0,Wisconsin,6.0,,,,,,,,,1996-07-09,,alec ingold,False,False,,False,278.0,Alec Ingold,147.0
426,15,Kalif Raymond,DET,WR148,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-34,kalif raymond,kalif raymond,3634,Kalif Raymond,Kalif,Raymond,WR,DET,,['WR'],True,Active,31.0,68,180.0,Holy Cross,9.0,,,,,,,,,1994-08-08,,kalif raymond,False,False,,False,399.0,Kalif Raymond,27.0
427,15,Tyquan Thornton,KC,WR149,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+8,tyquan thornton,tyquan thornton,8188,Tyquan Thornton,Tyquan,Thornton,WR,KC,,['WR'],True,Active,25.0,74,185.0,Baylor,3.0,,,,,,,,,2000-08-07,,tyquan thornton,False,False,,False,417.0,Tyquan Thornton,10.0
428,15,Tyler Badie,DEN,RB120,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+109,tyler badie,tyler badie,8208,Tyler Badie,Tyler,Badie,RB,DEN,,['RB'],True,Active,25.0,68,197.0,Missouri,3.0,,,,,,,,,2000-02-07,,tyler badie,False,False,,False,,,
429,15,Deshaun Watson,CLE,QB46,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,-52,deshaun watson,deshaun watson,4017,Deshaun Watson,Deshaun,Watson,QB,CLE,,['QB'],True,Active,29.0,75,223.0,Clemson,8.0,PUP,Surgery,Achilles,,,,,,1995-09-14,,deshaun watson,False,False,,False,,,
430,15,Jeremy Ruckert,NYJ,TE56,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+199,jeremy ruckert,jeremy ruckert,8145,Jeremy Ruckert,Jeremy,Ruckert,TE,NYJ,,['TE'],True,Active,25.0,77,250.0,Ohio State,3.0,,,,,,,,,2000-08-11,,jeremy ruckert,False,False,,False,416.0,Jeremy Ruckert,14.0
431,15,Pierre Strong Jr.,FA,RB121,-,Coach Upside rating,Coach Bust rating,-,+278,pierre strong,pierre strong,8116,Pierre Strong,Pierre,Strong,RB,,,['RB'],True,Active,26.0,71,215.0,South Dakota State,3.0,IR,,Undisclosed,,,,,,1998-12-10,,pierre strong,False,False,,False,277.0,Pierre Strong Jr.,154.0
432,15,Robert Woods,PIT,WR150,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+94,robert woods,robert woods,1352,Robert Woods,Robert,Woods,WR,PIT,,['WR'],True,Active,33.0,72,190.0,USC,12.0,,,,,,,,,1992-04-10,,robert woods,False,False,,False,383.0,Robert Woods,49.0
433,15,Malik Willis,GB,QB47,5,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,-54,malik willis,malik willis,8161,Malik Willis,Malik,Willis,QB,GB,,['QB'],True,Active,26.0,73,225.0,Liberty,3.0,,,,,,,,,1999-05-25,,malik willis,False,False,,False,,,
434,15,Tyler Johnson,NYJ,WR151,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+243,tyler johnson,tyler johnson,8550,Tyler Johnson,Tyler,Johnson,DE,,,['DL'],True,Active,,76,280.0,Arizona State,1.0,,,,,,,,,,,tyler johnson,False,False,,False,,,
435,15,Javon Baker,PHI,WR152,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+427,javon baker,javon baker,11645,Javon Baker,Javon,Baker,WR,PHI,,['WR'],True,Active,23.0,73,202.0,UCF,1.0,,,,,,,,,2002-02-18,,javon baker,False,False,,False,,,
436,15,D'Ernest Johnson,FA,RB122,-,Coach Upside rating–No rating available,Coach Bust rating–No rating available,-,-,d'ernest johnson,d'ernest johnson,6694,D'Ernest Johnson,D'Ernest,Johnson,RB,BAL,,['RB'],True,Active,29.0,70,208.0,South Florida,6.0,,,,,,,,,1996-02-27,,d'ernest johnson,False,False,,False,,,
437,15,Hunter Luepke,DAL,RB123,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+179,hunter luepke,hunter luepke,11510,Hunter Luepke,Hunter,Luepke,FB,DAL,,['RB'],True,Active,25.0,73,238.0,North Dakota State,2.0,,,,,,,,,2000-02-28,,hunter luepke,False,False,,False,306.0,Hunter Luepke,131.0
438,15,Devontez Walker,BAL,WR153,7,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+106,devontez walker,devontez walker,11629,Devontez Walker,Devontez,Walker,WR,BAL,,['WR'],True,Active,24.0,73,198.0,North Carolina,1.0,,,,,,,,,2001-06-19,,devontez walker,False,False,,False,,,
439,15,Darnell Washington,PIT,TE57,5,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-102,darnell washington,darnell washington,9479,Darnell Washington,Darnell,Washington,TE,PIT,,['TE'],True,Active,24.0,79,264.0,Georgia,2.0,,,,,,,,,2001-08-17,,darnell washington,False,False,,False,424.0,Darnell Washington,15.0
440,15,Clyde Edwards-Helaire,KC,RB124,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+171,clyde edwards-helaire,clyde edwards-helaire,6820,Clyde Edwards-Helaire,Clyde,Edwards-Helaire,RB,KC,,['RB'],True,Active,26.0,67,207.0,LSU,5.0,,,,,,,,,1999-04-11,,clyde edwards-helaire,False,False,,False,243.0,Clyde Edwards-Helaire,197.0
441,15,Casey Washington,ATL,WR154,5,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+413,casey washington,casey washington,11806,Casey Washington,Casey,Washington,WR,ATL,,['WR'],True,Active,24.0,72,205.0,Illinois,1.0,,,,,,,,,2001-03-06,,casey washington,False,False,,False,,,
442,15,Mitchell Evans,CAR,TE58,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,-18,mitchell evans,mitchell evans,12473,Mitchell Evans,Mitchell,Evans,TE,CAR,,['TE'],True,Active,22.0,77,258.0,Notre Dame,0.0,,,,,,,,,2003-03-18,,mitchell evans,True,False,,False,,,
443,15,Aidan O'Connell,LV,QB48,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+222,aidan o'connell,aidan o'connell,10866,Aidan O'Connell,Aidan,O'Connell,QB,LV,,['QB'],True,Inactive,26.0,75,206.0,Purdue,2.0,IR,Fracture,Wrist,,,,,,1998-09-01,,aidan o'connell,False,False,,False,,,
444,15,Chris Tyree,NO,RB125,11,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,-,chris tyree,chris tyree,13043,Chris Tyree,Chris,Tyree,WR,,,['WR'],True,Inactive,23.0,70,192.0,Virginia,0.0,Questionable,,Undisclosed,,,,,,2001-12-05,,chris tyree,True,False,,False,,,
445,15,Jonathan Mingo,DAL,WR155,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+181,jonathan mingo,jonathan mingo,10225,Jonathan Mingo,Jonathan,Mingo,WR,DAL,,['WR'],True,Inactive,24.0,74,220.0,Ole Miss,2.0,IR,Sprain,Knee - PCL,,,,,,2001-04-20,,jonathan mingo,False,False,,False,426.0,Jonathan Mingo,19.0
446,15,Jimmy Horn Jr.,CAR,WR156,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,-90,jimmy horn,jimmy horn,12523,Jimmy Horn,Jimmy,Horn,WR,CAR,,['WR'],True,Active,22.0,68,174.0,Colorado,0.0,,,,,,,,,2002-09-12,,jimmy horn,True,False,,False,,,
447,15,Stone Smartt,NYJ,TE59,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+368,stone smartt,stone smartt,8583,Stone Smartt,Stone,Smartt,TE,NYJ,,['TE'],True,Active,26.0,76,226.0,Old Dominion,3.0,,,,,,,,,1998-10-04,,stone smartt,False,False,,False,,,
448,15,John Bates,WAS,TE60,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+26,john bates,john bates,7716,John Bates,John,Bates,TE,WAS,,['TE'],True,Active,27.0,78,256.0,Boise State,4.0,,,,,,,,,1997-11-06,,john bates,False,False,,False,441.0,John Bates,7.0
449,15,David Bell,CLE,WR157,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+221,david bell,david bell,8118,David Bell,David,Bell,WR,CLE,,['WR'],True,Active,24.0,73,212.0,Purdue,3.0,PUP,Surgery,Hip,,,,,,2000-12-14,,david bell,False,False,,False,,,
450,15,Michael Carter,ARI,RB126,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+159,michael carter,michael carter,7607,Michael Carter,Michael,Carter,RB,ARI,,['RB'],True,Active,26.0,68,201.0,North Carolina,4.0,,,,,,,,,1999-05-07,,michael carter,False,False,,False,,,
451,15,Elijah Higgins,ARI,TE61,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,5 out of 5 stars,-89,elijah higgins,elijah higgins,10231,Elijah Higgins,Elijah,Higgins,TE,ARI,,['TE'],True,Active,24.0,75,245.0,Stanford,2.0,,,,,,,,,2000-10-27,,elijah higgins,False,False,,False,388.0,Elijah Higgins,63.0
452,15,KhaDarel Hodge,ATL,WR158,5,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+294,khadarel hodge,khadarel hodge,5773,KhaDarel Hodge,KhaDarel,Hodge,WR,ATL,,['WR'],True,Active,30.0,74,210.0,Prairie View A&M,7.0,,,,,,,,,1995-01-03,,khadarel hodge,False,False,,False,393.0,KhaDarel Hodge,59.0
453,15,Matthew Wright,FA,K31,-,Coach Upside rating–No rating available,Coach Bust rating–No rating available,-,-70,matthew wright,matthew wright,6268,Matthew Wright,Matthew,Wright,K,,,['K'],True,Active,29.0,71,174.0,UCF,6.0,,,,,,,,,1996-03-22,,matthew wright,False,False,,False,,,
454,15,Zach Wilson,MIA,QB49,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,5 out of 5 stars,+10,zach wilson,zach wilson,7538,Zach Wilson,Zach,Wilson,QB,MIA,,['QB'],True,Active,26.0,74,214.0,BYU,4.0,,,,,,,,,1999-08-03,,zach wilson,False,False,,False,,,
455,16,Marcus Mariota,WAS,QB50,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,-21,marcus mariota,marcus mariota,2307,Marcus Mariota,Marcus,Mariota,QB,WAS,,['QB'],True,Active,31.0,76,222.0,Oregon,10.0,Questionable,Stinger,Lower Leg,,,,,,1993-10-30,,marcus mariota,False,False,,False,341.0,Marcus Mariota,114.0
456,16,David Moore,CAR,WR159,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+55,david moore,david moore,7869,David Moore,David,Moore,G,,,"['OG', 'OL']",True,Active,24.0,74,320.0,Grambling State,1.0,,,,,,,,,1998-05-12,,david moore,False,False,,False,,,
457,16,Malachi Corley,CLE,WR160,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+408,malachi corley,malachi corley,11617,Malachi Corley,Malachi,Corley,WR,CLE,,['WR'],True,Active,23.0,71,215.0,Western Kentucky,1.0,,,,,,,,,2002-03-21,,malachi corley,False,False,,False,402.0,Malachi Corley,55.0
458,16,Colby Parkinson,LAR,TE62,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+134,colby parkinson,colby parkinson,6865,Colby Parkinson,Colby,Parkinson,TE,LAR,,['TE'],True,Active,26.0,79,265.0,Stanford,5.0,,,,,,,,,1999-01-08,,colby parkinson,False,False,,False,422.0,Colby Parkinson,36.0
459,16,Daniel Bellinger,NYG,TE63,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+21,daniel bellinger,daniel bellinger,8225,Daniel Bellinger,Daniel,Bellinger,TE,NYG,,['TE'],True,Active,24.0,78,255.0,San Diego State,3.0,,,,,,,,,2000-09-22,,daniel bellinger,False,False,,False,419.0,Daniel Bellinger,40.0
460,16,Sterling Shepard,TB,WR161,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-15,sterling shepard,sterling shepard,3200,Sterling Shepard,Sterling,Shepard,WR,TB,,['WR'],True,Active,32.0,70,194.0,Oklahoma,9.0,,,,,,,,,1993-02-10,,sterling shepard,False,False,,False,405.0,Sterling Shepard,55.0
461,16,Sione Vaki,DET,RB127,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+137,sione vaki,sione vaki,11729,Sione Vaki,Sione,Vaki,RB,DET,,['RB'],True,Active,24.0,71,216.0,Utah,1.0,,,,,,,,,2001-07-30,,sione vaki,False,False,,False,,,
462,16,Mac Jones,SF,QB51,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,-56,mac jones,mac jones,7527,Mac Jones,Mac,Jones,QB,SF,,['QB'],True,Active,26.0,75,220.0,Alabama,4.0,Questionable,,Knee,,,,,,1998-09-05,,mac jones,False,False,,False,,,
463,16,Greg Dulcich,MIA,TE64,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+336,greg dulcich,greg dulcich,8172,Greg Dulcich,Greg,Dulcich,TE,MIA,,['TE'],True,Active,25.0,76,245.0,UCLA,3.0,,,,,,,,,2000-03-26,,greg dulcich,False,False,,False,,,
464,16,Payne Durham,TB,TE65,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+250,payne durham,payne durham,10227,Payne Durham,Payne,Durham,TE,TB,,['TE'],True,Active,25.0,77,255.0,Purdue,2.0,,,,,,,,,2000-06-15,,payne durham,False,False,,False,429.0,Payne Durham,35.0
465,16,Carson Steele,KC,RB128,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,-60,carson steele,carson steele,11582,Carson Steele,Carson,Steele,RB,KC,,['RB'],True,Active,22.0,72,228.0,UCLA,1.0,,,,,,,,,2002-10-21,,carson steele,False,False,,False,,,
466,16,Jeff Wilson Jr.,MIA,RB129,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+229,jeff wilson,jeff wilson,5284,Jeff Wilson,Jeff,Wilson,RB,MIA,,['RB'],True,Active,29.0,72,213.0,North Texas,7.0,,,,,,,,,1995-11-16,,jeff wilson,False,False,,False,,,
467,16,Jake Bobo,SEA,WR162,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-106,jake bobo,jake bobo,10867,Jake Bobo,Jake,Bobo,WR,SEA,,['WR'],True,Active,27.0,76,207.0,UCLA,2.0,Questionable,,Concussion,,,,,,1998-08-04,,jake bobo,False,False,,False,410.0,Jake Bobo,57.0
471,16,Mitchell Tinsley,CIN,WR163,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-123,mitchell tinsley,mitchell tinsley,11068,Mitchell Tinsley,Mitchell,Tinsley,WR,CIN,,['WR'],True,Active,25.0,73,205.0,Penn State,2.0,,,,,,,,,1999-09-15,,mitchell tinsley,False,False,,False,,,
472,16,Julian Hill,MIA,TE66,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-72,julian hill,julian hill,11371,Julian Hill,Julian,Hill,TE,MIA,,['TE'],True,Active,25.0,76,251.0,Campbell,2.0,,,,,,,,,2000-07-09,,julian hill,False,False,,False,403.0,Julian Hill,69.0
473,16,Gardner Minshew II,KC,QB52,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-86,gardner minshew,gardner minshew,6011,Gardner Minshew,Gardner,Minshew,QB,KC,,['QB'],True,Active,29.0,73,225.0,Washington State,6.0,,,,,,,,,1996-05-16,,gardner minshew,False,False,,False,,,
474,16,Will Howard,PIT,QB53,5,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,-72,will howard,will howard,12511,Will Howard,Will,Howard,QB,PIT,,['QB'],True,Inactive,23.0,76,236.0,Ohio State,0.0,IR,Fracture,Hand,,,,,,2001-09-24,,will howard,True,False,,False,,,
475,16,Patrick Ricard,BAL,RB130,7,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+8,patrick ricard,patrick ricard,4353,Patrick Ricard,Patrick,Ricard,FB,BAL,,['RB'],True,Active,31.0,75,300.0,Maine,8.0,Questionable,,Undisclosed,,,,,,1994-05-27,,patrick ricard,False,False,,False,,,
476,16,Andy Dalton,CAR,QB54,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+19,andy dalton,andy dalton,829,Andy Dalton,Andy,Dalton,QB,CAR,,['QB'],True,Active,37.0,74,220.0,TCU,14.0,Questionable,,Elbow,,,,,,1987-10-29,,andy dalton,False,False,,False,,,
477,16,Kendrick Bourne,FA,WR164,-,Coach Upside rating,Coach Bust rating,-,+140,kendrick bourne,kendrick bourne,4454,Kendrick Bourne,Kendrick,Bourne,WR,,,['WR'],True,Active,30.0,73,205.0,Eastern Washington,8.0,Questionable,,Undisclosed,,,,,,1995-08-04,,kendrick bourne,False,False,,False,420.0,Kendrick Bourne,57.0
478,16,Ricky White III,SEA,WR165,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+6,ricky white,ricky white,12475,Ricky White,Ricky,White,WR,SEA,,['WR'],True,Active,23.0,73,184.0,UNLV,0.0,,,,,,,,,2002-02-06,,ricky white,True,False,,False,,,
479,16,Brock Wright,DET,TE67,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-114,brock wright,brock wright,7891,Brock Wright,Brock,Wright,TE,DET,,['TE'],True,Active,26.0,77,254.0,Notre Dame,4.0,,,,,,,,,1998-11-27,,brock wright,False,False,,False,436.0,Brock Wright,43.0
480,16,Rasheen Ali,BAL,RB131,7,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+87,rasheen ali,rasheen ali,11570,Rasheen Ali,Rasheen,Ali,RB,BAL,,['RB'],True,Active,24.0,71,210.0,Marshall,1.0,,,,,,,,,2001-02-16,,rasheen ali,False,False,,False,,,
481,16,Sam Howell,PHI,QB55,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-26,sam howell,sam howell,8162,Sam Howell,Sam,Howell,QB,PHI,,['QB'],True,Active,24.0,73,225.0,North Carolina,3.0,,,,,,,,,2000-09-16,,sam howell,False,False,,False,342.0,Sam Howell,139.0
482,16,Xavier Gipson,NYJ,WR166,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+353,xavier gipson,xavier gipson,11306,Xavier Gipson,Xavier,Gipson,WR,NYJ,,['WR'],True,Active,24.0,69,189.0,Stephen F. Austin,2.0,Questionable,,Shoulder,,,,,,2001-03-08,,xavier gipson,False,False,,False,,,
483,16,Carlos Washington Jr.,ATL,RB132,5,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,-,carlos washington,carlos washington,11186,Carlos Washington,Carlos,Washington,RB,ATL,,['RB'],True,Active,26.0,71,210.0,Southeastern Louisiana,2.0,,,,,,,,,1998-12-26,,carlos washington,False,False,,False,,,
484,16,Jase McClellan,FA,RB133,-,Coach Upside rating–No rating available,Coach Bust rating–No rating available,-,+369,jase mcclellan,jase mcclellan,11590,Jase McClellan,Jase,McClellan,RB,,,['RB'],True,Active,23.0,71,212.0,Alabama,1.0,,,,,,,,,2002-06-25,,jase mcclellan,False,False,,False,,,
485,16,Jake Browning,CIN,QB56,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,-68,jake browning,jake browning,6111,Jake Browning,Jake,Browning,QB,CIN,,['QB'],True,Active,29.0,74,209.0,Washington,6.0,,,,,,,,,1996-04-11,,jake browning,False,False,,False,339.0,Jake Browning,146.0
486,16,Johnny Mundt,JAC,TE68,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+201,johnny mundt,johnny mundt,4314,Johnny Mundt,Johnny,Mundt,TE,JAX,,['TE'],True,Active,30.0,76,243.0,Oregon,8.0,,,,,,,,,1994-11-23,,johnny mundt,False,False,,False,407.0,Johnny Mundt,79.0
487,16,Harrison Bryant,HOU,TE69,6,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+215,harrison bryant,harrison bryant,6850,Harrison Bryant,Harrison,Bryant,TE,HOU,,['TE'],True,Active,27.0,77,243.0,Florida Atlantic,5.0,,,,,,,,,1998-04-23,,harrison bryant,False,False,,False,,,
488,16,C.J. Ham,MIN,RB134,6,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-38,c.j. ham,c.j. ham,3832,C.J. Ham,C.J.,Ham,FB,MIN,,['RB'],True,Inactive,32.0,71,250.0,Augustana,9.0,IR,,Undisclosed,,,,,,1993-07-22,,c.j. ham,False,False,,False,439.0,C.J. Ham,49.0
489,16,Dylan Laube,LV,RB135,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+147,dylan laube,dylan laube,11574,Dylan Laube,Dylan,Laube,RB,LV,,['RB'],True,Active,25.0,69,204.0,New Hampshire,1.0,,,,,,,,,1999-12-14,,dylan laube,False,False,,False,,,
490,16,Beaux Collins,NYG,WR167,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+8,beaux collins,beaux collins,12889,Beaux Collins,Beaux,Collins,WR,NYG,,['WR'],True,Active,22.0,75,206.0,Notre Dame,0.0,,,,,,,,,2002-12-16,,beaux collins,True,False,,False,,,
491,16,Thomas Fidone II,NYG,TE70,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+91,thomas fidone,thomas fidone,12715,Thomas Fidone,Thomas,Fidone,TE,NYG,,['TE'],True,Active,22.0,78,255.0,Nebraska,0.0,,,,,,,,,2002-09-20,,thomas fidone,True,False,,False,,,
492,16,Luke Lachey,HOU,TE71,6,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-,luke lachey,luke lachey,12725,Luke Lachey,Luke,Lachey,TE,HOU,,['TE'],True,Active,24.0,78,247.0,Iowa,0.0,,,,,,,,,2001-06-29,,luke lachey,True,False,,False,,,
493,16,Trent Sherfield Sr.,DEN,WR168,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+252,trent sherfield,trent sherfield,5154,Trent Sherfield,Trent,Sherfield,WR,DEN,,['WR'],True,Active,29.0,73,205.0,Vanderbilt,7.0,,,,,,,,,1996-02-25,,trent sherfield,False,False,,False,,,
494,16,Ben Skowronek,PIT,WR169,5,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+211,ben skowronek,ben skowronek,7757,Ben Skowronek,Ben,Skowronek,WR,PIT,,['WR'],True,Active,28.0,75,224.0,Notre Dame,4.0,,,,,,,,,1997-06-27,,ben skowronek,False,False,,False,,,
495,16,Marcus Yarns,FA,RB136,-,Coach Upside rating–No rating available,Coach Bust rating–No rating available,-,+346,marcus yarns,marcus yarns,12546,Marcus Yarns,Marcus,Yarns,RB,,,['RB'],True,Active,23.0,71,190.0,Delaware,0.0,,,,,,,,,2001-10-30,,marcus yarns,True,False,,False,,,
496,16,Cordarrelle Patterson,FA,RB137,-,Coach Upside rating–No rating available,Coach Bust rating–No rating available,-,+186,cordarrelle patterson,cordarrelle patterson,1535,Cordarrelle Patterson,Cordarrelle,Patterson,RB,,,['RB'],True,Active,34.0,74,220.0,Tennessee,12.0,,,,,,,,,1991-03-17,,cordarrelle patterson,False,False,,False,,,
497,16,Trey Lance,LAC,QB57,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+31,trey lance,trey lance,7610,Trey Lance,Trey,Lance,QB,LAC,,['QB'],True,Active,25.0,76,226.0,North Dakota State,4.0,,,,,,,,,2000-05-09,,trey lance,False,False,,False,,,
498,16,Cooper Rush,BAL,QB58,7,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-107,cooper rush,cooper rush,4574,Cooper Rush,Cooper,Rush,QB,BAL,,['QB'],True,Active,31.0,75,225.0,Central Michigan,8.0,,,,,,,,,1993-11-21,,cooper rush,False,False,,False,,,
499,16,Eric Gray,NYG,RB138,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+330,eric gray,eric gray,10223,Eric Gray,Eric,Gray,RB,NYG,,['RB'],True,Active,25.0,70,211.0,Oklahoma,2.0,PUP,,Undisclosed,,,,,,1999-11-04,,eric gray,False,False,,False,,,
500,16,DeeJay Dallas,CAR,RB139,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+274,deejay dallas,deejay dallas,6931,DeeJay Dallas,DeeJay,Dallas,RB,CAR,,['RB'],True,Active,26.0,70,225.0,Miami (FL),5.0,,,,,,,,,1998-09-16,,deejay dallas,False,False,,False,,,
501,16,Derius Davis,LAC,WR170,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+55,derius davis,derius davis,10234,Derius Davis,Derius,Davis,WR,LAC,,['WR'],True,Active,24.0,68,165.0,TCU,2.0,,,,,,,,,2000-09-11,,derius davis,False,False,,False,411.0,Derius Davis,90.0
502,16,Adam Trautman,DEN,TE72,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-99,adam trautman,adam trautman,6869,Adam Trautman,Adam,Trautman,TE,DEN,,['TE'],True,Active,28.0,77,253.0,Dayton,5.0,,,,,,,,,1997-02-05,,adam trautman,False,False,,False,396.0,Adam Trautman,106.0
503,16,Tylan Wallace,BAL,WR171,7,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+40,tylan wallace,tylan wallace,7595,Tylan Wallace,Tylan,Wallace,WR,BAL,,['WR'],True,Active,26.0,71,200.0,Oklahoma State,4.0,,,,,,,,,1999-05-13,,tylan wallace,False,False,,False,,,
